2,13	-2
1,2	-2
7,14	-4
0,6	-4
2,4	14
14,8	9
6,1	16
4,10	6
13,12	12
8,2	8
0,10	14
0,8	9
9,5	8
14,4	2
1,10	1
8,4	4
12,3	13
10,3	14
1,15	4
7,1	5
9,12	11
9,6	7
13,3	14
9,8	8
7,15	1
4,3	8
5,10	14
14,5	3
1,13	16
10,2	3
11,0	7
4,8	2
4,2	7
11,6	16
8,3	16
2,8	5
2,6	3
3,15	13
3,5	10
2,15	10
14,2	12
4,13	11
11,13	7
1,11	1
4,11	15
3,11	15
11,3	16
2,10	1
2,14	2
3,4	3
1,4	10
13,9	8
8,9	12
6,0	16
12,9	9
7,4	16
2,11	1
2,9	4
5,13	8
4,1	1
14,3	7
4,12	14
13,11	3
3,14	8
