2,29	-5
1,18	-5
23,30	-2
1,2	-5
6,19	-5
20,29	31
24,8	23
1,15	8
7,1	19
20,26	22
13,28	28
8,18	24
16,26	14
16,8	9
25,5	24
14,20	18
1,10	17
8,20	4
12,3	29
10,3	30
17,31	4
28,19	24
1,20	26
28,10	10
6,22	30
19,29	10
24,7	24
31,16	21
19,7	6
10,13	31
21,2	18
13,15	27
11,0	23
4,24	18
20,18	23
11,6	32
8,3	32
18,24	21
2,6	3
3,15	13
3,5	26
2,24	3
15,25	31
18,27	5
13,26	12
29,6	2
27,0	5
11,14	20
11,30	5
4,27	4
15,18	11
16,2	15
17,4	12
3,4	19
3,20	9
2,3	6
25,29	10
7,27	12
8,25	28
6,0	16
28,25	9
23,4	32
28,12	19
10,18	27
18,11	17
13,29	3
9,3	22
13,7	5
1,0	15
19,6	25
18,4	29
29,13	28
14,23	18
18,19	17
14,5	27
29,3	18
20,25	17
6,30	28
6,18	22
5,27	27
15,8	5
17,5	18
7,2	13
11,8	17
10,27	29
10,1	8
2,27	32
26,8	19
10,12	22
31,28	4
17,26	2
30,31	2
29,18	7
5,8	13
7,17	15
21,25	22
19,18	27
7,5	13
3,7	15
14,0	9
14,15	31
9,8	6
21,0	27
7,3	26
4,12	13
20,21	22
30,18	26
14,9	27
12,16	12
28,17	10
11,20	31
31,10	18
27,19	24
22,11	4
2,0	10
9,23	14
28,13	20
6,12	12
11,3	6
14,18	28
17,13	20
16,6	25
21,20	2
16,17	20
17,25	10
22,5	4
0,9	4
9,6	15
2,5	13
19,23	15
18,26	26
18,29	19
3,18	16
11,18	25
3,28	21
27,28	12
21,4	2
29,5	5
16,5	7
21,6	5
30,21	11
14,8	27
19,8	28
2,12	14
26,24	31
28,4	18
8,29	5
12,11	28
16,19	22
31,1	13
7,19	8
24,12	10
26,27	9
31,19	31
20,1	30
18,9	16
27,1	28
26,9	10
19,4	18
24,10	20
