(0, 2, 4, 1, 6, 15, 24, 7, 3, 8, 12, 13, 11, 10, 25, 18, 16, 31, 28, 9, 14, 23, 17, 26, 29, 21, 20, 5, 22, 27, 19, 30)
(0, 2, 4, 1, 6, 15, 24, 7, 3, 8, 12, 13, 11, 10, 25, 18, 16, 31, 28, 9, 14, 23, 17, 26, 29, 21, 20, 5, 22, 27, 19, 30)
(0, 2, 4, 1, 6, 15, 24, 7, 3, 8, 12, 13, 11, 10, 25, 18, 16, 31, 28, 9, 14, 23, 17, 26, 29, 21, 20, 5, 22, 27, 19, 30)
(0, 2, 4, 1, 6, 15, 24, 7, 3, 8, 12, 13, 11, 10, 25, 18, 16, 31, 28, 9, 14, 23, 17, 26, 29, 21, 20, 5, 22, 27, 19, 30)
(0, 2, 4, 1, 6, 15, 24, 7, 3, 8, 12, 13, 11, 10, 25, 18, 16, 31, 28, 9, 14, 23, 17, 26, 29, 21, 20, 5, 22, 27, 19, 30)
(0, 2, 4, 1, 6, 15, 24, 7, 3, 8, 12, 13, 11, 10, 25, 18, 16, 31, 28, 9, 14, 23, 17, 26, 29, 21, 20, 5, 22, 27, 19, 30)
(0, 2, 4, 1, 6, 15, 24, 7, 3, 8, 12, 13, 11, 10, 25, 18, 16, 31, 28, 9, 14, 23, 17, 26, 29, 21, 20, 5, 22, 27, 19, 30)
(0, 2, 4, 1, 6, 15, 24, 7, 3, 8, 12, 13, 11, 10, 25, 18, 16, 31, 28, 9, 14, 23, 17, 26, 29, 21, 20, 5, 22, 27, 19, 30)
(0, 2, 4, 1, 6, 15, 24, 7, 3, 8, 12, 13, 11, 10, 25, 18, 16, 31, 28, 9, 14, 23, 17, 26, 29, 21, 20, 5, 22, 27, 19, 30)
(0, 2, 4, 1, 6, 15, 24, 7, 3, 8, 12, 13, 11, 10, 25, 18, 16, 31, 28, 9, 14, 23, 17, 26, 29, 21, 20, 5, 22, 27, 19, 30)
(0, 2, 4, 1, 6, 15, 24, 7, 3, 8, 12, 13, 11, 10, 25, 18, 16, 31, 28, 9, 14, 23, 17, 26, 29, 21, 20, 5, 22, 27, 19, 30)
(0, 2, 4, 1, 6, 15, 24, 7, 3, 8, 12, 13, 11, 10, 25, 18, 16, 31, 28, 9, 14, 23, 17, 26, 29, 21, 20, 5, 22, 27, 19, 30)
(0, 2, 4, 1, 6, 15, 24, 7, 3, 8, 12, 13, 11, 10, 25, 18, 16, 31, 28, 9, 14, 23, 17, 26, 29, 21, 20, 5, 22, 27, 19, 30)
(0, 2, 4, 1, 6, 15, 24, 7, 3, 8, 12, 13, 11, 10, 25, 18, 16, 31, 28, 9, 14, 23, 17, 26, 29, 21, 20, 5, 22, 27, 19, 30)
(0, 2, 4, 1, 6, 15, 24, 7, 3, 8, 12, 13, 11, 10, 25, 18, 16, 31, 28, 9, 14, 23, 17, 26, 29, 21, 20, 5, 22, 27, 19, 30)
(0, 2, 4, 1, 6, 15, 24, 7, 3, 8, 12, 13, 11, 10, 25, 18, 16, 31, 28, 9, 14, 23, 17, 26, 29, 21, 20, 5, 22, 27, 19, 30)
(0, 2, 4, 1, 6, 15, 24, 7, 3, 8, 12, 13, 11, 10, 25, 18, 16, 31, 28, 9, 14, 23, 17, 26, 29, 21, 20, 5, 22, 27, 19, 30)
(0, 2, 4, 1, 6, 15, 24, 7, 3, 8, 12, 13, 11, 10, 25, 18, 16, 31, 28, 9, 14, 23, 17, 26, 29, 21, 20, 5, 22, 27, 19, 30)
(0, 2, 4, 1, 6, 15, 24, 7, 3, 8, 12, 13, 11, 10, 25, 18, 16, 31, 28, 9, 14, 23, 17, 26, 29, 21, 20, 5, 22, 27, 19, 30)
(0, 2, 4, 1, 6, 15, 24, 7, 3, 8, 12, 13, 11, 10, 25, 18, 16, 31, 28, 9, 14, 23, 17, 26, 29, 21, 20, 5, 22, 27, 19, 30)
(0, 2, 4, 1, 6, 15, 24, 7, 3, 8, 12, 13, 11, 10, 25, 18, 16, 31, 28, 9, 14, 23, 17, 26, 29, 21, 20, 5, 22, 27, 19, 30)
(0, 2, 4, 1, 6, 15, 24, 7, 3, 8, 12, 13, 11, 10, 25, 18, 16, 31, 28, 9, 14, 23, 17, 26, 29, 21, 20, 5, 22, 27, 19, 30)
(0, 2, 4, 1, 6, 15, 24, 7, 3, 8, 12, 13, 11, 10, 25, 18, 16, 31, 28, 9, 14, 23, 17, 26, 29, 21, 20, 5, 22, 27, 19, 30)
(0, 2, 4, 1, 6, 15, 24, 7, 3, 8, 12, 13, 11, 10, 25, 18, 16, 31, 28, 9, 14, 23, 17, 26, 29, 21, 20, 5, 22, 27, 19, 30)
(0, 2, 4, 1, 6, 15, 24, 7, 3, 8, 12, 13, 11, 10, 25, 18, 16, 31, 28, 9, 14, 23, 17, 26, 29, 21, 20, 5, 22, 27, 19, 30)
(0, 2, 4, 1, 6, 15, 24, 7, 3, 8, 12, 13, 11, 10, 25, 18, 16, 31, 28, 9, 14, 23, 17, 26, 29, 21, 20, 5, 22, 27, 19, 30)
(0, 2, 4, 1, 6, 15, 24, 7, 3, 8, 12, 13, 11, 10, 25, 18, 16, 31, 28, 9, 14, 23, 17, 26, 29, 21, 20, 5, 22, 27, 19, 30)
(0, 2, 4, 1, 6, 15, 24, 7, 3, 8, 12, 13, 11, 10, 25, 18, 16, 31, 28, 9, 14, 23, 17, 26, 29, 21, 20, 5, 22, 27, 19, 30)
(0, 2, 4, 1, 6, 15, 24, 7, 3, 8, 12, 13, 11, 10, 25, 18, 16, 31, 28, 9, 14, 23, 17, 26, 29, 21, 20, 5, 22, 27, 19, 30)
