166,214	-8
25,102	-8
212,246	-8
85,103	-6
14,140	-4
115,147	-5
226,187	-1
51,250	-8
192,207	109
101,125	226
159,212	86
38,168	111
165,24	111
145,38	29
11,249	112
253,117	217
187,153	94
41,237	219
87,65	210
232,60	168
165,157	205
37,216	59
152,31	18
88,32	37
115,33	57
195,32	192
176,160	252
21,51	200
179,173	113
63,253	243
120,227	33
160,103	110
183,120	72
212,178	57
49,216	160
202,181	219
40,188	126
242,220	241
44,60	51
149,140	115
202,85	234
192,247	209
184,211	124
74,125	53
145,160	236
212,49	130
76,232	144
218,35	247
229,146	17
48,114	121
245,2	195
122,87	232
49,23	8
128,171	24
1,231	182
121,148	66
177,173	196
146,93	4
236,214	159
100,167	78
124,64	242
22,109	200
138,255	215
92,155	157
207,70	157
150,39	170
117,70	168
181,227	131
155,30	31
183,143	205
185,56	88
211,201	215
82,165	74
177,239	136
189,78	112
65,22	234
237,26	215
12,156	4
116,96	82
19,2	197
65,51	14
156,11	28
197,107	250
125,93	166
130,127	182
190,20	112
55,135	18
178,255	187
24,254	63
211,133	203
224,34	60
2,108	32
161,254	45
253,234	182
143,130	155
46,203	22
69,56	199
25,154	92
55,121	162
14,8	133
65,42	1
252,5	160
158,105	33
102,72	180
174,183	166
240,60	124
71,123	140
4,141	71
145,252	200
113,193	156
156,27	141
29,169	121
40,116	108
35,144	59
95,182	205
233,103	154
114,78	113
23,109	60
82,183	254
125,247	202
255,13	193
63,111	140
36,190	44
231,155	246
249,98	187
46,204	182
159,34	68
18,115	70
222,19	231
197,15	171
227,205	62
152,240	91
186,247	151
98,245	135
100,197	162
66,55	131
19,54	185
38,236	148
37,139	250
3,85	191
87,59	247
65,219	208
26,115	177
75,242	77
66,127	217
77,91	27
147,183	141
123,215	253
207,195	13
115,106	48
80,79	24
165,191	211
97,140	243
190,81	226
197,13	75
135,94	226
50,223	108
190,210	154
170,247	129
202,175	103
251,62	227
96,150	16
199,232	154
118,130	36
228,226	155
13,213	72
253,105	109
185,68	255
173,57	58
0,70	208
150,205	115
217,16	219
29,162	149
236,73	55
209,139	177
117,246	180
171,103	190
206,82	208
168,223	230
3,138	1
107,250	75
14,152	168
228,163	245
133,176	69
58,116	232
220,254	196
99,105	148
142,166	247
44,74	31
201,65	159
168,221	54
116,82	148
53,81	102
164,99	226
163,90	53
215,205	1
22,244	105
151,87	101
193,202	67
81,47	37
139,179	153
129,237	102
54,194	18
126,155	198
178,222	244
149,255	8
138,221	65
47,142	164
189,147	22
50,219	14
97,88	138
233,99	211
218,245	128
5,243	216
143,239	41
163,42	93
98,173	39
93,196	157
91,246	143
192,170	24
65,166	64
205,4	234
18,186	71
74,180	196
165,3	73
8,14	90
207,25	39
113,170	104
233,100	90
248,145	150
137,95	187
67,78	237
195,90	174
32,119	144
93,99	238
171,206	250
172,39	108
51,19	251
29,226	250
175,16	18
144,186	186
244,143	13
24,27	145
229,58	236
182,234	4
79,148	120
42,171	75
54,133	19
135,184	59
164,7	171
81,215	67
188,8	43
36,195	50
50,195	6
75,131	46
238,98	15
99,5	49
174,165	31
136,253	241
208,245	109
198,41	159
147,45	162
108,197	251
77,111	233
79,85	127
131,99	169
30,25	130
238,166	183
84,191	161
199,97	19
113,46	214
248,61	151
129,138	6
4,35	32
18,175	232
195,151	19
45,229	147
63,141	81
243,118	25
93,0	247
225,102	249
19,189	126
246,137	71
94,25	17
38,163	227
49,146	56
221,87	21
13,132	42
142,18	97
23,124	97
113,51	122
180,208	68
5,34	148
20,133	8
241,17	140
64,167	20
88,153	154
123,159	137
189,127	141
28,53	194
5,48	188
38,48	229
66,229	54
78,218	223
69,108	214
46,219	94
40,0	66
209,20	166
87,191	6
232,144	87
186,155	62
53,166	119
14,222	151
34,213	105
149,144	143
117,12	144
157,100	47
158,86	201
147,254	195
24,35	13
160,168	55
206,171	216
250,204	28
138,20	34
110,218	139
209,104	11
224,93	90
188,129	150
158,100	98
174,106	253
225,148	200
250,243	130
215,127	127
207,96	210
4,11	136
11,130	75
220,19	152
192,151	206
233,142	34
142,197	221
215,212	6
40,10	53
55,221	75
147,251	41
228,153	174
7,169	100
68,163	242
120,122	224
224,255	47
49,232	48
6,177	144
