5,58	-1
32,60	-1
63,15	-2
61,46	-1
1,53	-1
47,63	-5
30,12	46
58,54	14
18,19	16
16,35	23
38,45	39
63,20	44
23,43	17
51,11	46
53,4	20
30,5	42
35,52	47
40,52	24
13,61	39
48,49	7
42,2	34
0,31	62
32,50	60
16,47	41
45,0	21
35,1	56
26,15	4
30,25	54
39,45	56
50,40	3
47,40	49
49,17	52
56,28	12
31,48	4
38,24	34
29,19	34
17,39	41
9,39	61
38,27	16
38,61	23
32,52	19
29,60	13
63,47	57
3,27	25
61,43	62
41,47	45
59,39	13
23,55	1
22,54	30
3,52	41
38,15	23
43,33	13
24,59	51
26,41	28
27,7	45
49,58	6
30,22	20
27,57	47
16,26	26
53,6	20
30,27	59
7,17	19
36,31	11
37,50	30
17,11	17
19,3	61
39,19	56
3,36	39
34,21	59
1,56	34
42,52	21
40,2	38
35,61	28
50,8	34
56,60	5
36,11	54
11,59	3
26,52	50
13,51	62
27,59	34
16,15	33
55,5	18
57,10	40
14,19	13
59,13	41
21,62	35
11,3	48
36,7	5
13,34	4
49,34	19
41,30	1
10,8	48
11,51	55
45,55	59
57,24	20
8,40	64
7,53	14
15,26	57
14,41	56
34,12	56
48,13	13
63,3	16
21,56	29
51,24	30
28,41	24
1,25	61
63,34	39
5,23	1
20,30	31
47,56	27
48,44	48
51,42	46
32,4	15
60,1	58
41,4	30
3,51	45
20,16	55
37,35	59
51,63	38
62,1	2
26,49	56
56,40	47
12,15	32
19,61	33
1,45	48
10,2	49
22,4	13
44,21	50
6,60	40
52,22	2
61,5	38
14,40	5
34,37	59
14,9	36
40,15	38
55,51	24
19,24	9
47,10	57
36,45	25
51,59	7
46,13	28
27,13	57
37,0	61
18,37	28
24,47	53
63,61	18
25,36	17
21,20	29
32,8	58
30,54	12
35,5	19
63,44	61
57,39	26
2,59	38
21,40	55
45,21	36
27,58	57
32,53	1
49,23	39
33,39	36
52,35	29
17,5	35
13,54	40
2,26	7
20,40	40
35,51	43
2,51	34
3,6	54
50,12	64
21,51	40
15,62	51
62,16	48
1,44	59
17,54	58
7,8	55
12,22	9
52,28	14
40,3	63
29,35	15
3,55	23
56,2	6
8,13	6
58,51	48
52,40	46
44,57	42
62,0	46
27,15	56
35,37	61
19,43	64
27,39	21
12,25	5
3,49	22
20,5	25
28,5	33
59,23	43
46,31	4
30,43	31
34,42	13
42,48	41
18,15	26
41,32	57
41,21	10
17,46	61
23,38	8
45,14	32
63,26	9
50,5	7
8,35	33
38,2	6
36,4	34
4,28	64
2,34	59
57,22	33
14,18	11
9,6	18
26,56	35
5,38	27
40,44	8
53,25	20
35,41	36
54,24	13
21,63	32
20,39	15
42,18	19
23,40	8
38,1	60
29,53	35
44,11	43
10,30	57
28,4	1
24,7	3
43,20	29
41,7	14
7,32	27
11,12	62
58,3	28
39,59	10
49,53	35
29,22	30
34,56	54
49,16	43
43,42	24
2,30	38
45,46	17
43,5	36
52,53	8
63,0	49
61,45	4
61,15	11
57,60	50
6,28	11
27,12	63
8,57	38
21,31	38
25,22	1
18,24	6
49,10	26
11,5	27
1,9	43
11,6	45
20,1	43
16,48	12
55,43	28
19,1	33
57,0	41
39,50	40
46,58	12
42,5	1
26,23	46
54,43	13
25,23	30
59,61	21
44,1	23
8,20	56
42,46	58
4,17	19
6,53	53
5,21	16
15,35	16
60,20	37
32,24	30
54,36	28
31,7	36
4,51	35
53,1	7
39,41	36
30,35	38
31,34	51
43,56	25
15,21	50
5,59	55
42,62	13
50,60	31
42,29	47
45,9	31
18,10	26
53,60	4
3,53	64
54,61	16
24,54	30
18,40	50
42,51	41
15,57	11
24,29	56
30,56	43
59,49	62
63,57	58
35,20	37
58,27	61
61,1	14
15,7	22
53,43	61
27,53	53
0,55	49
25,19	53
20,25	11
38,55	7
0,14	39
10,9	62
58,39	40
60,43	4
41,35	17
42,41	56
28,53	62
23,39	20
40,12	41
18,58	10
53,28	23
8,0	26
63,49	32
54,60	61
49,36	12
4,61	28
20,31	9
30,28	16
59,25	17
41,16	52
55,20	52
35,24	26
43,38	18
48,33	16
51,52	22
48,24	41
16,61	55
57,26	48
53,2	45
39,62	22
40,20	22
57,8	23
40,47	22
36,40	59
25,43	24
55,34	40
56,23	51
60,62	24
36,35	36
30,44	53
54,19	62
41,25	37
35,50	13
27,11	25
6,39	55
33,5	32
34,4	18
62,40	7
10,21	39
10,3	27
3,43	60
35,18	64
30,32	41
25,30	55
45,30	47
5,26	62
28,25	6
4,48	36
20,15	36
14,60	9
16,34	31
3,60	11
36,59	53
62,48	28
10,27	64
56,12	2
1,24	64
