85,144
190,133
108,113
236,202
110,57
104,23
134,56
213,211
139,185
226,61
213,132
196,11
79,167
228,81
206,118
212,165
161,209
136,129
106,165
195,233
44,181
207,77
164,155
113,176
221,9
28,10
255,85
101,235
103,53
183,98
253,199
72,29
194,212
75,209
169,85
104,221
168,54
105,42
14,91
54,85
23,225
3,16
190,166
200,197
210,11
241,125
76,248
87,1
224,33
112,62
210,136
194,238
11,67
158,117
108,128
10,9
98,198
255,22
187,126
213,225
184,177
251,107
99,19
235,152
34,65
93,144
141,71
187,102
125,101
214,248
101,19
215,22
230,66
120,230
157,229
116,134
64,176
59,244
233,31
235,43
177,187
124,143
129,153
58,139
37,35
162,26
132,194
202,220
214,70
13,227
141,254
146,143
27,223
135,37
63,2
181,23
52,3
87,134
40,167
44,5
239,193
203,160
249,86
55,29
129,255
179,129
8,143
215,214
2,246
228,44
207,101
85,222
236,179
182,22
107,0
185,147
160,152
135,170
30,25
84,139
226,217
54,198
205,130
55,14
88,255
169,60
131,156
185,151
14,104
71,82
236,222
245,86
245,197
126,66
219,85
74,176
95,155
63,187
196,31
217,190
132,195
125,93
67,238
10,202
1,234
178,65
147,139
8,213
84,18
89,111
24,80
64,20
97,15
117,102
214,173
230,110
240,10
9,152
247,165
112,255
45,1
158,235
73,78
25,152
38,69
192,58
189,84
95,61
81,251
129,209
233,118
133,166
3,156
135,7
18,191
250,117
179,89
244,110
80,40
212,39
90,169
178,167
206,181
149,40
10,4
230,192
223,239
37,64
231,122
219,93
25,145
208,13
154,146
125,52
214,12
196,128
208,199
223,145
182,4
151,94
185,5
182,212
28,208
190,192
138,49
219,238
172,254
23,146
251,158
205,232
211,204
96,24
201,153
44,92
63,176
189,100
54,222
63,250
99,210
54,226
132,33
112,4
244,141
55,205
125,134
203,210
110,241
15,182
238,41
130,78
144,67
113,4
40,151
107,121
220,123
246,111
126,82
128,229
25,198
152,131
201,81
94,57
208,2
56,36
231,126
199,177
210,69
26,4
55,54
33,155
176,86
100,46
31,205
244,218
66,49
162,127
112,103
33,135
69,40
91,160
229,203
44,60
31,45
12,197
73,166
7,232
16,153
181,43
151,87
190,136
94,177
232,162
136,9
157,139
243,152
194,229
199,178
234,71
79,75
202,227
8,187
238,102
248,190
170,32
65,191
82,101
246,86
173,51
45,15
168,20
86,109
72,70
203,46
226,26
168,209
142,154
220,86
217,110
128,69
186,1
104,241
200,223
248,254
169,98
57,33
206,141
44,39
93,56
95,57
111,109
189,94
124,19
170,65
19,201
80,53
207,21
51,118
134,190
12,177
195,118
212,199
119,188
31,207
235,1
171,90
249,10
57,250
124,149
155,5
5,63
15,150
208,165
203,213
246,202
217,120
227,185
37,138
11,107
213,107
217,234
216,25
232,183
194,173
118,105
215,41
22,152
101,112
164,249
88,150
126,202
8,90
241,113
85,241
242,96
246,6
15,59
14,254
165,61
0,128
82,216
133,53
173,155
252,204
53,89
1,66
64,96
214,231
139,133
148,100
43,165
117,60
116,146
150,100
157,122
248,40
206,177
52,18
121,177
106,13
238,96
123,202
42,145
120,99
240,204
90,62
28,82
243,53
51,92
36,243
62,164
81,161
217,38
18,195
135,40
43,92
72,120
191,89
110,245
192,44
172,80
170,184
112,20
113,109
114,228
183,180
141,4
67,141
207,28
175,118
204,56
96,144
55,18
188,253
179,148
150,140
230,153
237,152
207,244
215,45
90,179
184,109
50,165
183,50
215,25
115,245
240,233
241,239
226,183
218,125
161,119
227,201
199,45
140,167
227,248
13,189
19,80
141,231
213,140
150,218
26,167
198,7
156,67
199,194
114,238
129,163
225,165
141,44
118,150
237,173
81,42
251,101
196,67
160,234
29,195
198,203
191,77
16,115
120,79
200,80
14,64
25,53
27,38
126,253
27,92
122,114
196,146
138,109
150,21
88,62
178,81
49,77
239,148
185,2
43,20
221,227
223,52
10,252
246,3
156,132
224,5
154,189
226,55
160,28
176,77
28,170
61,62
189,170
210,2
41,124
94,154
13,82
188,192
27,67
209,9
235,27
180,87
83,33
38,187
58,115
86,247
102,146
84,40
143,33
200,169
184,234
228,51
191,34
151,73
50,238
4,211
100,38
50,9
192,88
5,146
94,16
109,237
212,86
221,17
79,121
255,80
226,11
166,129
29,45
4,94
226,13
29,43
116,172
123,153
209,229
35,233
66,171
201,84
48,146
64,171
57,144
52,59
131,5
27,243
80,250
105,201
211,166
3,89
67,55
247,207
45,207
106,8
14,204
210,244
33,76
101,63
118,240
208,48
68,225
45,209
128,17
47,80
174,196
160,165
248,78
14,117
125,30
193,54
235,251
240,149
80,142
52,20
45,33
60,248
205,166
195,98
212,251
191,188
27,108
219,86
187,122
40,81
104,218
15,189
1,193
139,254
100,95
149,116
135,169
223,91
197,92
196,239
117,63
127,212
193,168
156,182
182,65
173,45
151,12
62,227
119,165
11,248
6,200
112,165
172,18
212,12
26,192
139,101
217,98
73,127
203,11
14,46
5,207
177,188
53,241
117,48
216,75
222,207
173,240
195,228
105,17
163,189
172,29
61,246
52,44
90,250
81,158
238,198
152,255
95,240
220,46
37,232
90,191
147,127
52,157
244,165
33,244
218,119
98,78
179,121
248,252
157,31
20,183
124,147
207,135
73,178
27,228
173,87
249,27
206,221
237,244
105,223
175,146
33,66
36,154
22,118
140,152
186,248
253,158
224,28
16,46
22,9
218,89
53,5
30,41
54,243
192,61
71,25
125,179
30,39
218,75
142,117
90,200
88,141
244,154
67,233
196,187
111,254
1,215
230,121
47,175
116,200
150,191
185,220
242,30
124,45
108,167
66,255
201,86
31,228
226,244
205,131
84,247
251,151
120,164
231,59
150,118
47,100
85,195
229,175
118,157
225,93
194,247
91,155
65,8
185,7
173,245
165,113
38,170
99,222
39,8
97,211
185,70
16,208
231,145
243,26
113,246
246,189
197,130
0,210
42,168
203,254
63,226
244,59
78,219
247,77
124,202
2,231
191,19
50,113
12,165
75,242
98,88
91,146
90,43
237,252
0,207
126,6
225,106
53,148
101,149
206,185
95,166
216,32
227,53
32,171
88,217
109,89
205,51
145,46
240,205
253,132
84,168
149,133
64,91
80,20
51,242
162,186
36,63
152,134
254,61
61,243
225,88
228,92
204,99
156,226
109,37
168,15
55,20
47,186
182,96
53,42
31,51
202,126
44,56
129,75
38,90
36,136
67,206
166,167
51,83
89,5
246,184
97,132
240,159
105,118
63,130
149,190
76,243
183,49
160,40
197,67
250,182
139,223
158,157
157,150
239,133
144,252
64,71
105,79
232,175
86,90
148,129
156,153
226,185
209,158
43,23
75,179
159,219
216,193
152,206
175,113
40,129
167,144
244,217
167,184
70,203
94,45
93,101
52,5
8,14
128,140
115,14
251,230
64,81
117,246
217,103
198,127
5,208
8,137
186,119
3,7
51,124
233,182
65,54
68,72
44,194
32,20
189,35
3,158
200,70
10,115
201,9
175,249
25,175
57,40
101,131
214,73
95,190
233,253
179,171
165,130
61,9
219,50
16,76
59,121
211,247
160,87
78,132
68,202
26,244
181,117
88,186
40,13
253,194
107,118
109,177
27,41
76,111
23,217
144,227
52,86
219,253
51,177
9,250
240,161
4,227
219,37
224,87
172,107
36,139
83,241
101,143
46,234
26,211
127,227
171,233
29,166
203,140
106,95
8,226
132,253
160,254
192,219
151,169
84,160
6,98
83,100
182,163
223,20
237,102
154,23
136,232
93,49
74,173
45,168
116,196
106,166
150,76
74,223
164,55
134,115
76,78
83,22
135,117
148,110
111,49
78,188
80,103
92,191
1,103
100,214
117,40
9,100
141,213
98,120
48,137
171,174
158,88
59,80
1,142
182,193
70,59
132,28
42,239
130,24
152,194
247,47
50,151
201,255
46,162
241,240
99,40
44,23
163,134
243,90
76,117
174,213
26,140
37,125
63,7
55,3
182,198
206,252
212,153
18,62
32,186
221,141
100,155
111,119
4,226
100,124
143,178
227,114
148,45
23,40
183,55
227,74
3,124
209,132
130,180
76,234
11,38
16,152
92,106
222,149
105,116
116,254
243,206
188,96
91,37
68,101
238,179
41,235
233,17
101,114
223,203
153,236
112,88
114,30
224,59
120,67
12,39
159,80
163,102
24,124
146,124
109,0
192,7
205,27
252,233
165,90
52,169
112,22
231,23
207,62
220,47
220,87
21,64
187,192
255,78
115,59
235,180
252,169
193,13
154,21
243,85
105,244
177,76
56,171
92,27
154,82
60,58
59,184
117,145
113,167
55,222
19,105
54,86
142,138
90,143
53,224
183,157
217,201
191,124
154,180
182,174
252,227
103,36
62,111
22,98
231,140
181,223
161,14
91,170
74,44
241,83
73,132
47,9
30,96
199,0
61,56
223,22
29,120
197,181
140,130
222,251
69,247
224,24
196,51
65,248
89,22
240,35
124,10
66,225
96,65
47,161
203,63
190,155
36,153
190,181
183,163
180,112
32,83
37,222
227,208
189,197
118,121
218,108
198,245
96,39
233,210
59,135
58,206
186,235
171,226
136,164
92,128
221,86
108,26
245,161
15,227
194,1
224,217
222,243
121,3
195,90
65,247
62,32
134,160
33,32
204,62
57,68
100,174
127,234
64,236
146,141
5,214
101,161
98,51
53,190
161,243
191,1
123,184
175,176
49,150
91,28
216,23
177,204
244,131
110,215
73,94
238,49
16,107
163,142
201,21
100,78
187,230
63,29
118,125
98,57
208,167
120,118
218,132
54,134
19,229
48,119
219,249
242,125
42,41
76,242
129,64
237,155
33,207
51,45
124,208
66,15
233,137
84,98
155,179
80,63
212,220
157,63
86,10
56,65
27,161
4,103
69,134
88,133
2,240
167,240
249,162
12,137
19,227
220,162
106,54
26,131
55,191
235,12
233,5
74,156
116,246
253,49
236,44
200,208
82,110
224,39
174,122
162,113
93,1
133,154
173,244
78,163
167,254
131,73
44,82
33,225
68,166
145,135
178,127
217,119
204,176
16,187
137,29
20,7
220,197
127,225
64,0
214,4
148,4
4,7
42,174
7,58
27,128
234,209
221,230
243,68
23,189
29,245
179,21
200,20
53,54
176,191
76,226
28,110
167,218
88,143
10,164
100,109
161,138
238,86
148,230
219,157
241,29
84,234
40,95
19,93
1,126
249,35
134,169
136,135
101,41
245,185
161,67
127,206
134,96
0,9
226,107
194,89
114,123
147,34
155,178
28,64
90,101
110,74
126,124
222,19
21,28
19,119
36,132
93,84
155,53
72,214
135,86
114,248
138,86
153,71
136,211
248,233
164,187
212,223
107,177
82,135
78,178
86,248
226,34
19,30
150,213
214,134
147,130
32,248
142,224
89,139
80,96
197,201
82,106
181,14
139,234
250,49
134,11
159,102
183,66
216,99
15,143
53,194
206,0
27,167
153,118
117,162
204,171
167,215
17,116
195,92
50,68
0,226
43,242
104,152
132,188
208,76
221,139
13,211
203,121
101,172
226,144
68,224
19,212
48,44
57,132
255,98
238,158
72,13
163,161
23,84
240,150
229,33
199,130
49,245
229,79
146,182
46,13
206,227
74,18
241,35
208,234
104,255
186,250
21,160
22,99
163,218
254,41
23,106
201,149
168,124
131,215
209,113
155,240
164,222
220,207
97,216
158,186
71,111
62,240
170,120
203,141
70,144
2,173
211,93
125,212
218,23
39,142
198,71
243,82
62,207
206,172
178,43
210,156
52,246
188,57
138,176
160,153
129,190
219,245
132,178
74,9
108,205
185,186
154,194
158,251
67,189
8,241
12,164
210,85
215,157
28,27
220,208
251,81
251,110
112,73
80,242
151,250
9,167
33,164
116,106
4,179
92,177
113,230
150,204
7,176
215,107
70,223
201,97
70,123
93,167
169,241
98,164
206,112
87,171
71,148
125,198
142,66
49,178
243,211
121,42
217,116
221,105
34,204
120,234
232,224
78,114
110,52
224,80
86,51
254,227
20,209
221,94
162,111
105,200
117,255
220,71
177,104
144,157
153,44
17,243
73,72
119,214
167,92
243,127
151,11
167,87
110,165
187,186
170,3
173,251
224,179
232,169
153,17
145,69
190,4
209,123
127,219
60,175
194,183
249,192
250,14
63,86
63,99
12,199
164,84
26,55
197,218
15,4
159,205
243,97
165,166
232,64
16,137
21,118
118,131
228,25
158,16
109,45
147,224
50,128
247,218
12,211
154,98
101,58
75,215
168,198
246,96
207,233
27,248
54,104
192,224
60,101
225,114
220,185
130,249
77,150
158,207
143,199
97,194
69,57
151,188
194,187
99,164
102,2
52,127
43,240
245,219
123,22
132,109
69,119
102,249
79,142
185,114
206,147
105,99
52,251
167,141
73,62
151,209
125,220
73,81
124,162
235,211
4,41
61,102
243,161
69,71
165,204
67,5
124,77
231,228
192,35
194,127
170,113
251,178
187,128
67,183
82,6
10,143
126,169
243,164
17,191
134,172
246,88
38,208
196,126
66,14
146,187
207,220
14,220
245,14
201,245
8,249
213,165
187,217
146,155
144,112
197,89
147,240
234,56
72,27
204,173
226,169
82,202
181,234
156,8
238,172
78,67
130,95
44,6
100,119
232,9
251,18
55,248
211,219
42,118
147,46
188,98
47,125
168,89
94,242
125,124
79,85
243,115
151,49
128,178
111,50
39,250
28,210
145,35
174,52
94,26
237,80
189,38
145,81
58,111
177,59
216,192
126,209
96,140
49,182
248,47
66,210
247,119
219,247
248,99
140,197
46,42
64,203
247,127
112,238
179,20
150,15
214,93
229,232
60,150
189,7
71,31
2,135
32,203
150,63
213,84
115,229
145,248
52,29
185,80
245,180
159,218
234,98
48,154
145,252
246,193
228,225
237,50
211,148
147,63
241,170
63,179
110,231
179,22
69,164
244,44
182,115
247,6
227,158
39,77
204,230
131,223
99,128
220,155
23,235
73,143
209,60
135,99
11,75
14,175
194,148
47,149
115,157
254,173
103,253
139,226
10,122
35,40
73,204
67,203
158,82
92,194
50,102
239,220
172,226
255,95
71,226
198,239
40,204
167,178
238,142
100,178
138,39
145,131
81,105
72,37
79,253
31,43
223,167
87,29
121,203
86,28
202,49
87,196
10,5
97,87
138,34
117,23
140,144
12,243
88,74
193,102
140,69
74,157
180,175
172,216
26,116
175,18
224,7
144,228
75,95
247,167
98,64
40,217
184,187
125,193
134,248
20,86
252,51
197,94
217,5
87,211
58,229
243,138
175,238
148,227
81,235
159,112
228,191
181,178
205,54
2,250
171,189
72,206
120,182
119,49
190,215
127,37
8,204
98,109
151,36
141,151
87,106
104,58
18,146
44,125
226,152
245,216
236,99
24,31
75,239
182,188
75,171
145,59
31,13
54,212
221,133
242,110
230,39
24,26
196,34
166,47
134,27
65,16
18,44
39,80
189,45
101,25
25,50
74,206
14,84
27,239
45,181
8,61
64,190
95,31
38,171
0,69
222,74
17,139
225,255
242,32
181,12
115,231
191,15
69,29
89,204
175,61
36,45
130,32
159,135
79,105
249,31
215,32
36,237
195,157
43,160
150,168
197,226
223,222
42,220
179,87
37,253
90,133
107,247
73,95
43,11
80,191
230,135
21,9
129,141
193,14
153,21
249,48
22,53
16,198
3,161
123,194
157,110
133,145
169,27
68,66
11,209
203,235
149,234
161,72
29,177
114,166
210,104
5,255
208,144
110,103
241,100
230,167
150,39
135,159
90,17
104,98
38,179
173,80
99,37
31,225
62,44
127,161
160,95
26,120
97,136
157,47
185,77
43,48
247,16
173,141
117,19
105,68
203,224
215,194
67,232
175,165
141,106
71,198
180,150
28,119
81,243
174,9
255,254
14,20
194,236
124,145
55,1
32,58
186,70
41,216
247,134
199,38
211,225
40,237
255,20
166,110
205,251
63,0
67,84
69,250
111,197
86,211
249,33
143,136
255,231
253,62
28,11
84,41
202,249
228,172
235,216
200,194
162,11
97,156
103,254
3,140
91,31
237,33
216,42
127,148
77,170
167,98
73,189
157,59
213,23
208,27
7,73
32,183
212,67
77,26
38,24
175,144
46,2
40,195
252,166
88,36
77,153
15,140
164,34
8,35
156,66
212,130
124,241
12,171
235,194
167,43
179,207
146,119
239,0
140,28
129,1
166,187
30,4
85,196
254,171
198,130
216,40
113,88
13,163
241,74
36,219
19,190
118,17
45,132
42,34
177,21
100,243
1,24
186,17
133,43
232,153
252,223
196,86
116,42
44,40
222,175
145,90
96,29
167,52
193,111
146,24
104,193
6,185
204,253
92,221
44,182
229,98
128,84
126,127
175,114
100,77
2,132
74,134
217,189
169,140
157,48
88,173
245,53
92,165
61,14
1,100
52,202
42,18
244,106
229,81
40,67
66,194
121,163
102,202
73,183
219,150
164,172
42,92
115,21
172,228
243,141
157,72
102,157
9,224
108,0
69,100
110,142
41,84
12,174
24,212
228,89
191,45
49,174
74,42
157,127
216,194
87,15
44,246
102,26
165,253
61,22
112,159
143,185
100,187
174,220
109,221
215,249
148,42
227,60
216,125
211,244
88,67
237,159
173,130
177,10
125,27
16,186
77,76
217,139
151,120
116,151
210,89
124,89
164,19
4,230
203,108
199,107
16,94
240,56
22,79
87,149
140,126
82,78
167,161
205,110
208,205
157,74
154,149
17,193
246,118
202,195
170,115
205,16
255,252
215,66
186,20
241,14
78,179
67,199
80,105
45,35
43,69
148,66
21,245
122,236
66,46
210,27
87,79
