85,16
62,5
108,113
108,74
110,57
104,23
6,56
85,83
11,57
98,61
85,4
68,11
79,39
100,81
78,118
84,37
33,81
8,1
106,37
67,105
44,53
79,77
36,27
113,48
93,9
28,10
127,85
101,107
103,53
55,98
125,71
72,29
66,84
75,81
41,85
104,93
40,54
105,42
14,91
54,85
23,97
3,16
62,38
72,69
82,11
113,125
76,120
87,1
96,33
112,62
82,8
66,110
11,67
30,117
108,0
10,9
98,70
127,22
59,126
85,97
56,49
123,107
99,19
107,24
34,65
93,16
13,71
59,102
125,101
86,120
101,19
87,22
102,66
120,102
29,101
116,6
64,48
59,116
105,31
107,43
49,59
124,15
1,25
58,11
37,35
34,26
4,66
74,92
86,70
13,99
13,126
18,15
27,95
7,37
63,2
53,23
52,3
87,6
40,39
44,5
111,65
75,32
121,86
55,29
1,127
51,1
8,15
87,86
2,118
100,44
79,101
85,94
108,51
54,22
107,0
57,19
32,24
7,42
30,25
84,11
98,89
54,70
77,2
55,14
88,127
41,60
3,28
57,23
14,104
71,82
108,94
117,86
117,69
126,66
91,85
74,48
95,27
63,59
68,31
89,62
4,67
125,93
67,110
10,74
1,106
50,65
19,11
8,85
84,18
89,111
24,80
64,20
97,15
117,102
86,45
102,110
112,10
9,24
119,37
112,127
45,1
30,107
73,78
25,24
38,69
64,58
61,84
95,61
81,123
1,81
105,118
5,38
18,63
122,117
51,89
116,110
80,40
84,39
90,41
50,39
78,53
21,40
10,4
102,64
95,111
37,64
103,122
91,93
25,17
80,13
26,18
125,52
86,12
68,0
80,71
95,17
54,4
23,94
57,5
54,84
28,80
62,64
10,49
91,110
44,126
23,18
123,30
77,104
83,76
96,24
73,25
44,92
63,48
61,100
54,94
63,122
99,82
54,98
4,33
112,4
116,13
55,77
125,6
75,82
110,113
15,54
110,41
2,78
16,67
113,4
40,23
107,121
92,123
118,111
126,82
0,101
25,70
24,3
73,81
94,57
80,2
56,36
103,126
71,49
82,69
26,4
55,54
33,27
48,86
100,46
31,77
116,90
66,49
34,127
112,103
33,7
69,40
91,32
101,75
44,60
31,45
12,69
73,38
7,104
16,25
53,43
23,87
62,8
94,49
104,34
8,9
29,11
115,24
66,101
71,50
106,71
79,75
74,99
8,59
110,102
120,62
42,32
65,63
82,101
118,86
45,51
45,15
40,20
86,109
72,70
75,46
98,26
40,81
14,26
92,86
89,110
0,69
58,1
104,113
72,95
120,126
41,98
57,33
78,13
44,39
93,56
95,57
111,109
61,94
124,19
42,65
19,73
80,53
79,21
51,118
6,62
12,49
67,118
84,71
119,60
31,79
107,1
43,90
121,10
57,122
124,21
27,5
5,63
15,22
80,37
75,85
118,74
89,120
99,57
37,10
11,107
85,107
89,106
88,25
104,55
66,45
118,105
87,41
22,24
101,112
36,121
88,22
126,74
8,90
85,113
114,96
118,6
15,59
14,126
37,61
82,88
5,53
45,27
124,76
53,89
1,66
64,96
86,103
11,5
20,100
43,37
117,60
116,18
22,100
29,122
120,40
78,49
52,18
121,49
106,13
110,96
123,74
42,17
120,99
112,76
90,62
28,82
115,53
51,92
36,115
62,36
81,33
89,38
18,67
7,40
43,92
72,120
63,89
110,117
64,44
44,80
42,56
112,20
113,109
114,100
55,52
13,4
67,13
79,28
47,118
76,56
96,16
55,18
60,125
51,20
22,12
102,25
109,24
79,116
87,45
90,51
56,109
50,37
55,50
87,25
115,117
112,105
113,111
98,55
90,125
33,119
99,73
71,45
12,39
99,120
13,61
19,80
13,103
85,12
22,90
26,39
70,7
28,67
71,66
114,110
1,35
97,37
13,44
118,22
109,45
81,42
123,101
68,67
32,106
29,67
70,75
63,77
16,115
120,79
72,80
14,64
25,53
27,38
126,125
27,92
122,114
68,18
10,109
22,21
88,62
50,81
49,77
111,20
57,2
43,20
93,99
95,52
10,124
118,3
28,4
96,5
26,61
32,28
48,77
28,42
61,62
61,42
82,2
41,124
94,26
13,82
60,64
27,67
81,9
107,27
52,87
83,33
38,59
58,115
86,119
102,18
84,40
15,33
72,41
56,106
100,51
63,34
23,73
50,110
4,83
100,38
50,9
64,88
5,18
94,16
84,86
93,17
79,121
127,80
98,11
38,1
29,45
4,94
98,13
29,43
116,44
123,25
81,101
35,105
66,43
73,84
48,18
64,43
57,16
52,59
3,5
27,115
80,122
105,73
83,38
3,89
67,55
119,79
45,79
106,8
14,76
82,116
33,76
101,63
118,112
80,48
68,97
45,81
0,17
47,80
46,68
32,37
120,78
14,117
125,30
65,54
107,123
112,21
80,14
52,20
45,33
60,120
77,38
67,98
84,123
63,60
27,108
91,86
59,122
104,90
15,61
1,65
11,126
100,95
21,116
7,41
95,91
69,92
68,111
117,63
127,84
65,40
28,54
54,65
23,12
62,99
11,120
6,72
112,37
44,18
84,12
26,64
11,101
89,98
73,127
75,11
14,46
5,79
49,60
53,113
117,48
88,75
94,79
45,112
67,100
105,17
35,61
44,29
61,118
